"Record_type"	"Sampling_type"	"Landing_country"	"Vessel_flag_country"	"Year"	"Project"	"Trip_number"	"Station_number"	"Quarter"	"Month"	"Species"	"Sex"	"Catch_category"	"Landing_category"	"Comm_size_cat_scale"	"Comm_size_cat"	"Stock"	"Area"	"Statistical_rectangle"	"Subpolygon"	"Length_class"	"Age"	"Specimen_No"	"Length_code"	"Aging_method"	"Age_plus_group"	"Otolith_weight"	"Otolith_side"	"Weight"	"Maturity_staging"	"Maturity_scale"	"Maturity_stage"	"Trip_id"
"5138"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	220	4	"74"	"scm"	"OWR"	"-"	"-"	"-"	55	"Visual"	"1-8"	"#"	"24305"
"5139"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	220	3	"73"	"scm"	"OWR"	"-"	"-"	"-"	69	"Visual"	"1-8"	"7"	"24305"
"5140"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	220	5	"46"	"scm"	"OWR"	"-"	"-"	"-"	67	"Visual"	"1-8"	"8"	"24305"
"5141"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	220	5	"41"	"scm"	"OWR"	"-"	"-"	"-"	61	"Visual"	"1-8"	"7"	"24305"
"5142"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	220	6	"49"	"scm"	"OWR"	"-"	"-"	"-"	74	"Visual"	"1-8"	"4"	"24305"
"5143"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	220	6	"1"	"scm"	"OWR"	"-"	"-"	"-"	60	"Visual"	"1-8"	"2"	"24305"
"5144"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	220	3	"21"	"scm"	"OWR"	"-"	"-"	"-"	60	"Visual"	"1-8"	"7"	"24305"
"5145"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	225	5	"35"	"scm"	"OWR"	"-"	"-"	"-"	76	"Visual"	"1-8"	"8"	"24305"
"5146"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	225	4	"47"	"scm"	"OWR"	"-"	"-"	"-"	67	"Visual"	"1-8"	"7"	"24305"
"5147"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	225	5	"24"	"scm"	"OWR"	"-"	"-"	"-"	74	"Visual"	"1-8"	"7"	"24305"
"5148"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	225	5	"54"	"scm"	"OWR"	"-"	"-"	"-"	71	"Visual"	"1-8"	"7"	"24305"
"5149"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	225	6	"29"	"scm"	"OWR"	"-"	"-"	"-"	81	"Visual"	"1-8"	"5"	"24305"
"5150"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	225	5	"4"	"scm"	"OWR"	"-"	"-"	"-"	64	"Visual"	"1-8"	"7"	"24305"
"5151"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	225	4	"71"	"scm"	"OWR"	"-"	"-"	"-"	73	"Visual"	"1-8"	"7"	"24305"
"5152"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	225	5	"34"	"scm"	"OWR"	"-"	"-"	"-"	73	"Visual"	"1-8"	"8"	"24305"
"5153"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	225	3	"43"	"scm"	"OWR"	"-"	"-"	"-"	74	"Visual"	"1-8"	"7"	"24305"
"5154"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	230	7	"20"	"scm"	"OWR"	"-"	"-"	"-"	93	"Visual"	"1-8"	"4"	"24305"
"5155"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	230	5	"36"	"scm"	"OWR"	"-"	"-"	"-"	77	"Visual"	"1-8"	"7"	"24305"
"5156"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	230	4	"8"	"scm"	"OWR"	"-"	"-"	"-"	68	"Visual"	"1-8"	"7"	"24305"
"5157"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	230	5	"68"	"scm"	"OWR"	"-"	"-"	"-"	66	"Visual"	"1-8"	"7"	"24305"
"5158"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	230	4	"18"	"scm"	"OWR"	"-"	"-"	"-"	75	"Visual"	"1-8"	"8"	"24305"
"5159"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	230	5	"15"	"scm"	"OWR"	"-"	"-"	"-"	75	"Visual"	"1-8"	"8"	"24305"
"5160"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	230	6	"57"	"scm"	"OWR"	"-"	"-"	"-"	68	"Visual"	"1-8"	"7"	"24305"
"5161"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	235	5	"59"	"scm"	"OWR"	"-"	"-"	"-"	83	"Visual"	"1-8"	"8"	"24305"
"5162"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	235	4	"16"	"scm"	"OWR"	"-"	"-"	"-"	76	"Visual"	"1-8"	"7"	"24305"
"5163"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	235	4	"14"	"scm"	"OWR"	"-"	"-"	"-"	73	"Visual"	"1-8"	"8"	"24305"
"5164"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	235	5	"26"	"scm"	"OWR"	"-"	"-"	"-"	79	"Visual"	"1-8"	"7"	"24305"
"5165"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	235	5	"22"	"scm"	"OWR"	"-"	"-"	"-"	84	"Visual"	"1-8"	"8"	"24305"
"5166"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	240	8	"17"	"scm"	"OWR"	"-"	"-"	"-"	87	"Visual"	"1-8"	"5"	"24305"
"5167"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	240	5	"58"	"scm"	"OWR"	"-"	"-"	"-"	81	"Visual"	"1-8"	"7"	"24305"
"5168"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	240	7	"27"	"scm"	"OWR"	"-"	"-"	"-"	75	"Visual"	"1-8"	"7"	"24305"
"5169"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	240	7	"50"	"scm"	"OWR"	"-"	"-"	"-"	97	"Visual"	"1-8"	"5"	"24305"
"5170"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	245	5	"19"	"scm"	"OWR"	"-"	"-"	"-"	86	"Visual"	"1-8"	"7"	"24305"
"5171"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	245	5	"37"	"scm"	"OWR"	"-"	"-"	"-"	90	"Visual"	"1-8"	"8"	"24305"
"5172"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	245	4	"33"	"scm"	"OWR"	"-"	"-"	"-"	88	"Visual"	"1-8"	"7"	"24305"
"5173"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	245	4	"62"	"scm"	"OWR"	"-"	"-"	"-"	111	"Visual"	"1-8"	"7"	"24305"
"5174"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	245	7	"65"	"scm"	"OWR"	"-"	"-"	"-"	130	"Visual"	"1-8"	"5"	"24305"
"5175"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	245	7	"25"	"scm"	"OWR"	"-"	"-"	"-"	81	"Visual"	"1-8"	"7"	"24305"
"5176"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	255	12	"60"	"scm"	"OWR"	"-"	"-"	"-"	114	"Visual"	"1-8"	"7"	"24305"
"5177"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	265	11	"63"	"scm"	"OWR"	"-"	"-"	"-"	131	"Visual"	"1-8"	"7"	"24305"
"5178"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	265	10	"61"	"scm"	"OWR"	"-"	"-"	"-"	134	"Visual"	"1-8"	"#"	"24305"
"5179"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	275	8	"66"	"scm"	"OWR"	"-"	"-"	"-"	151	"Visual"	"1-8"	"7"	"24305"
"5180"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	285	8	"64"	"scm"	"OWR"	"-"	"-"	"-"	179	"Visual"	"1-8"	"4"	"24305"
"5181"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2025"	999	2	4	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"39G5"	"-"	290	5	"67"	"scm"	"OWR"	"-"	"-"	"-"	153	"Visual"	"1-8"	"#"	"24305"
"5520"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2026"	999	2	5	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"41G5"	"-"	155	2	"95"	"scm"	"OWR"	"-"	"-"	"-"	28	"Visual"	"1-8"	"5"	"24307"
"5521"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2026"	999	2	5	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"41G5"	"-"	155	2	"96"	"scm"	"OWR"	"-"	"-"	"-"	26	"Visual"	"1-8"	"5"	"24307"
"5522"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2026"	999	2	5	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"41G5"	"-"	160	2	"63"	"scm"	"OWR"	"-"	"-"	"-"	29	"Visual"	"1-8"	"5"	"24307"
"5523"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2026"	999	2	5	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"41G5"	"-"	165	3	"53"	"scm"	"OWR"	"-"	"-"	"-"	31	"Visual"	"1-8"	"5"	"24307"
"5524"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2026"	999	2	5	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"41G5"	"-"	165	3	"59"	"scm"	"OWR"	"-"	"-"	"-"	29	"Visual"	"1-8"	"4"	"24307"
"5525"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2026"	999	2	5	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"41G5"	"-"	170	5	"73"	"scm"	"OWR"	"-"	"-"	"-"	32	"Visual"	"1-8"	"5"	"24307"
"5526"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2026"	999	2	5	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"41G5"	"-"	170	2	"72"	"scm"	"OWR"	"-"	"-"	"-"	35	"Visual"	"1-8"	"5"	"24307"
"5527"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2026"	999	2	5	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"41G5"	"-"	175	3	"85"	"scm"	"OWR"	"-"	"-"	"-"	38	"Visual"	"1-8"	"5"	"24307"
"5528"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2026"	999	2	5	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"41G5"	"-"	175	3	"82"	"scm"	"OWR"	"-"	"-"	"-"	43	"Visual"	"1-8"	"4"	"24307"
"5529"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2026"	999	2	5	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"41G5"	"-"	175	3	"48"	"scm"	"OWR"	"-"	"-"	"-"	33	"Visual"	"1-8"	"5"	"24307"
"5530"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2026"	999	2	5	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"41G5"	"-"	175	3	"44"	"scm"	"OWR"	"-"	"-"	"-"	33	"Visual"	"1-8"	"5"	"24307"
"5531"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2026"	999	2	5	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"41G5"	"-"	175	3	"56"	"scm"	"OWR"	"-"	"-"	"-"	34	"Visual"	"1-8"	"4"	"24307"
"5532"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2026"	999	2	5	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"41G5"	"-"	175	3	"97"	"scm"	"OWR"	"-"	"-"	"-"	38	"Visual"	"1-8"	"5"	"24307"
"5533"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2026"	999	2	5	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"41G5"	"-"	175	3	"15"	"scm"	"OWR"	"-"	"-"	"-"	36	"Visual"	"1-8"	"5"	"24307"
"5534"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2026"	999	2	5	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"41G5"	"-"	175	5	"83"	"scm"	"OWR"	"-"	"-"	"-"	36	"Visual"	"1-8"	"5"	"24307"
"5535"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2026"	999	2	5	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"41G5"	"-"	175	2	"66"	"scm"	"OWR"	"-"	"-"	"-"	39	"Visual"	"1-8"	"4"	"24307"
"5536"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2026"	999	2	5	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"41G5"	"-"	180	3	"36"	"scm"	"OWR"	"-"	"-"	"-"	38	"Visual"	"1-8"	"4"	"24307"
"5537"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2026"	999	2	5	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"41G5"	"-"	180	3	"3"	"scm"	"OWR"	"-"	"-"	"-"	38	"Visual"	"1-8"	"5"	"24307"
"5538"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2026"	999	2	5	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"41G5"	"-"	180	5	"4"	"scm"	"OWR"	"-"	"-"	"-"	39	"Visual"	"1-8"	"5"	"24307"
"5539"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2026"	999	2	5	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"41G5"	"-"	185	3	"21"	"scm"	"OWR"	"-"	"-"	"-"	41	"Visual"	"1-8"	"5"	"24307"
"5540"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2026"	999	2	5	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"41G5"	"-"	185	3	"89"	"scm"	"OWR"	"-"	"-"	"-"	43	"Visual"	"1-8"	"6"	"24307"
"5541"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2026"	999	2	5	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"41G5"	"-"	185	3	"74"	"scm"	"OWR"	"-"	"-"	"-"	41	"Visual"	"1-8"	"5"	"24307"
"5542"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2026"	999	2	5	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"41G5"	"-"	185	3	"58"	"scm"	"OWR"	"-"	"-"	"-"	44	"Visual"	"1-8"	"5"	"24307"
"5543"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2026"	999	2	5	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"41G5"	"-"	185	3	"68"	"scm"	"OWR"	"-"	"-"	"-"	48	"Visual"	"1-8"	"5"	"24307"
"5544"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2026"	999	2	5	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"41G5"	"-"	185	8	"86"	"scm"	"OWR"	"-"	"-"	"-"	42	"Visual"	"1-8"	"5"	"24307"
"5545"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2026"	999	2	5	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"41G5"	"-"	185	3	"75"	"scm"	"OWR"	"-"	"-"	"-"	43	"Visual"	"1-8"	"5"	"24307"
"5546"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2026"	999	2	5	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"41G5"	"-"	185	6	"60"	"scm"	"OWR"	"-"	"-"	"-"	56	"Visual"	"1-8"	"5"	"24307"
"5547"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2026"	999	2	5	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"41G5"	"-"	190	5	"16"	"scm"	"OWR"	"-"	"-"	"-"	46	"Visual"	"1-8"	"5"	"24307"
"5548"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2026"	999	2	5	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"41G5"	"-"	190	5	"14"	"scm"	"OWR"	"-"	"-"	"-"	43	"Visual"	"1-8"	"4"	"24307"
"5549"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2026"	999	2	5	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"41G5"	"-"	190	3	"91"	"scm"	"OWR"	"-"	"-"	"-"	52	"Visual"	"1-8"	"5"	"24307"
"5550"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2026"	999	2	5	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"41G5"	"-"	190	3	"22"	"scm"	"OWR"	"-"	"-"	"-"	53	"Visual"	"1-8"	"5"	"24307"
"5551"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2026"	999	2	5	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"41G5"	"-"	190	6	"54"	"scm"	"OWR"	"-"	"-"	"-"	50	"Visual"	"1-8"	"5"	"24307"
"5552"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2026"	999	2	5	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"41G5"	"-"	190	3	"32"	"scm"	"OWR"	"-"	"-"	"-"	40	"Visual"	"1-8"	"5"	"24307"
"5553"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2026"	999	2	5	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"41G5"	"-"	190	3	"84"	"scm"	"OWR"	"-"	"-"	"-"	57	"Visual"	"1-8"	"5"	"24307"
"5554"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2026"	999	2	5	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"41G5"	"-"	190	4	"18"	"scm"	"OWR"	"-"	"-"	"-"	50	"Visual"	"1-8"	"5"	"24307"
"5555"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2026"	999	2	5	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"41G5"	"-"	190	3	"12"	"scm"	"OWR"	"-"	"-"	"-"	46	"Visual"	"1-8"	"5"	"24307"
"5556"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2026"	999	2	5	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"25"	"41G5"	"-"	190	7	"28"	"scm"	"OWR"	"-"	"-"	"-"	48	"Visual"	"1-8"	"4"	"24307"
